"","EXPEDIENTE","TIPO","REGIÓN","PROVINCIA","CIUDAD","TAMAÑO","SECTOR","EMPLEADOS","ACTIVO","PATRIMONIO","VENTAS","UTILIDAD","SECTOR_PROD"
"2264",127297,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,11000,11000,0,0,"AGRICULTURA"
"2265",127453,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,412345.04,395145.04,0,0,"AGRICULTURA"
"2266",127665,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",4,403588.11,307824.64,1583056.33,0,"AGRICULTURA"
"2267",127756,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,48144.13,1641.4,0,0,"AGRICULTURA"
"2268",127945,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2269",128179,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,16294.79,16294.79,0,0,"AGRICULTURA"
"2270",128381,"ANÓNIMA","COSTA","LOS RIOS","PUEBLOVIEJO","GRANDE","SOCIETARIO",349,20000,800,0,0,"AGRICULTURA"
"2271",128589,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1461650.33,1461650.33,0,0,"AGRICULTURA"
"2272",128828,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2273",128831,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,800,800,0,0,"AGRICULTURA"
"2274",128896,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,6003549.89,2775689.81,0,0,"AGRICULTURA"
"2275",128933,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",9,800,800,0,0,"AGRICULTURA"
"2276",129212,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2277",129349,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1115.11,1115.11,0,0,"AGRICULTURA"
"2278",129460,"ANÓNIMA","COSTA","GUAYAS","DAULE","MICROEMPRESA","SOCIETARIO",4,1968866.33,114167.55,0,0,"AGRICULTURA"
"2279",129845,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",8,494866.09,206812.99,281776.25,0,"AGRICULTURA"
"2280",130074,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2281",130510,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,734246.67,-526246.67,0,0,"AGRICULTURA"
"2282",130519,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",4,799.94,799.94,0,0,"AGRICULTURA"
"2283",130590,"ANÓNIMA","COSTA","LOS RIOS","MONTALVO","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2284",130623,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,224784.41,2001.9,555,0,"AGRICULTURA"
"2285",130730,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,112125.54,101625.54,0,0,"AGRICULTURA"
"2286",130819,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,28661.99,28661.99,0,0,"AGRICULTURA"
"2287",130987,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",14,864725.85,165485.7,1174389.51,0,"AGRICULTURA"
"2288",131088,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,144692.42,800,0,0,"AGRICULTURA"
"2289",131168,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","MEDIANA","SOCIETARIO",151,10716612.1,976615.44,4060272.01,0,"AGRICULTURA"
"2290",131292,"ANÓNIMA","COSTA","GUAYAS","SAMBORONDÓN","MICROEMPRESA","SOCIETARIO",2,406.1,406.1,0,0,"AGRICULTURA"
"2291",131738,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,400,400,0,0,"AGRICULTURA"
"2292",132119,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,50869.08,829.98,0,0,"AGRICULTURA"
"2293",132234,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,25000,25000,0,0,"AGRICULTURA"
"2294",132539,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",8,1003.92,800,0,0,"AGRICULTURA"
"2295",132545,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",57,3196849.7,1365506.51,1455448.11,0,"AGRICULTURA"
"2296",132624,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,30798.55,30256.03,0,0,"AGRICULTURA"
"2297",132681,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2298",132759,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2299",132828,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,18245,0,0,0,"AGRICULTURA"
"2300",132852,"ANÓNIMA","COSTA","GUAYAS","DAULE","PEQUEÑA","SOCIETARIO",4,110720,88000,100579,0,"AGRICULTURA"
"2301",133003,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2302",133084,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,20406.21,6703.46,0,0,"AGRICULTURA"
"2303",133154,"ANÓNIMA","COSTA","LOS RIOS","PUEBLOVIEJO","PEQUEÑA","SOCIETARIO",3,362821.35,149157.9,0,0,"AGRICULTURA"
"2304",133207,"ANÓNIMA","COSTA","MANABI","ROCAFUERTE","MICROEMPRESA","SOCIETARIO",4,51747.7,10488.73,0,0,"AGRICULTURA"
"2305",133702,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,10082.67,822.76,0,0,"AGRICULTURA"
"2306",133766,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,31082.46,21229.39,0,0,"AGRICULTURA"
"2307",134115,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,25762.92,1035.28,0,0,"AGRICULTURA"
"2308",134127,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",8,800,800,0,0,"AGRICULTURA"
"2309",134434,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,30203.8,30203.8,0,0,"AGRICULTURA"
"2310",134438,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","MICROEMPRESA","SOCIETARIO",4,38368.26,38368.26,0,0,"AGRICULTURA"
"2311",134687,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,453307.23,150600.91,67912,0,"AGRICULTURA"
"2312",134693,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","NARANJAL","MICROEMPRESA","SOCIETARIO",4,494332.57,1000,0,0,"AGRICULTURA"
"2313",135013,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,191987.28,1000,0,0,"AGRICULTURA"
"2314",135142,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,800,800,0,0,"AGRICULTURA"
"2315",135208,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,640287.73,546280.13,0,0,"AGRICULTURA"
"2316",135223,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,49473.57,42112.01,0,0,"AGRICULTURA"
"2317",135275,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,2133.2,800,0,0,"AGRICULTURA"
"2318",135383,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,3664.12,800,0,0,"AGRICULTURA"
"2319",135412,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,1599,800,0,0,"AGRICULTURA"
"2320",135435,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,1440,800,0,0,"AGRICULTURA"
"2321",135470,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,14423.82,1369.28,0,0,"AGRICULTURA"
"2322",135478,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,800,800,0,0,"AGRICULTURA"
"2323",135534,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,800,800,0,0,"AGRICULTURA"
"2324",135590,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,14316.75,11934.53,33250,0,"AGRICULTURA"
"2325",135643,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","MICROEMPRESA","SOCIETARIO",3,3830.14,3830.14,0,0,"AGRICULTURA"
"2326",135688,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,1599,800,0,0,"AGRICULTURA"
"2327",136077,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,263896.81,800,0,0,"AGRICULTURA"
"2328",136398,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,64114.04,800,0,0,"AGRICULTURA"
"2329",136462,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",3,21931.68,21831.68,0,0,"AGRICULTURA"
"2330",136684,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,7839.29,3205.98,26850,0,"AGRICULTURA"
"2331",136770,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,562541.96,562541.96,0,0,"AGRICULTURA"
"2332",137036,"ANÓNIMA","COSTA","GUAYAS","ELOY ALFARO (DURAN)","GRANDE","SOCIETARIO",83,22225823.6,467251.05,87414546.64,0,"AGRICULTURA"
"2333",137078,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,19127.86,19127.86,0,0,"AGRICULTURA"
"2334",137282,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,800,800,0,0,"AGRICULTURA"
"2335",137904,"ANÓNIMA","COSTA","GUAYAS","DAULE","GRANDE","SOCIETARIO",13,6054426.21,156449.13,7185625.09,0,"AGRICULTURA"
"2336",137911,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MEDIANA","SOCIETARIO",9,2510698.59,761445.41,3662766.82,0,"AGRICULTURA"
"2337",138043,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","SAMBORONDÓN","MEDIANA","SOCIETARIO",35,1400164.95,464391.81,1618371.73,0,"AGRICULTURA"
"2338",138313,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",6,122513.64,113436.5,0,0,"AGRICULTURA"
"2339",138569,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2340",138681,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","LA CONCORDIA","MICROEMPRESA","SOCIETARIO",4,141217.04,1979.83,0,0,"AGRICULTURA"
"2341",138903,"ANÓNIMA","COSTA","MANABI","PORTOVIEJO","MICROEMPRESA","SOCIETARIO",7,22493.64,11301.79,0,0,"AGRICULTURA"
"2342",139027,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,145033.24,73050,373315.25,0,"AGRICULTURA"
"2343",139051,"ANÓNIMA","COSTA","ESMERALDAS","SAN LORENZO","MICROEMPRESA","SOCIETARIO",4,299931.31,3231.32,0,0,"AGRICULTURA"
"2344",139349,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1212.07,1186.12,10248.35,0,"AGRICULTURA"
"2345",139478,"RESPONSABILIDAD LIMITADA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,21000,400,34418,0,"AGRICULTURA"
"2346",139549,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,28325.32,678.5,0,0,"AGRICULTURA"
"2347",140097,"RESPONSABILIDAD LIMITADA","SIERRA","CHIMBORAZO","GUANO","MICROEMPRESA","SOCIETARIO",7,0,0,0,0,"AGRICULTURA"
"2348",140128,"RESPONSABILIDAD LIMITADA","SIERRA","COTOPAXI","LATACUNGA","MICROEMPRESA","SOCIETARIO",2,970.42,950.88,0,0,"AGRICULTURA"
"2349",140457,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","PASAJE","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2350",140993,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,1000,1000,0,0,"AGRICULTURA"
"2351",141044,"ANÓNIMA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",6,1012.72,-14206.85,0,0,"AGRICULTURA"
"2352",141265,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,400,400,0,0,"AGRICULTURA"
"2353",141335,"RESPONSABILIDAD LIMITADA","SIERRA","LOJA","LOJA","GRANDE","SOCIETARIO",7,1315404.99,50148.93,6444668.18,0,"AGRICULTURA"
"2354",141339,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",4,26590.04,10657.84,0,0,"AGRICULTURA"
"2355",141549,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,800,800,0,0,"AGRICULTURA"
"2356",141571,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,989126.69,800,0,0,"AGRICULTURA"
"2357",141577,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,0,0,0,0,"AGRICULTURA"
"2358",141698,"ANÓNIMA","COSTA","GUAYAS","DAULE","MICROEMPRESA","SOCIETARIO",6,800,800,0,0,"AGRICULTURA"
"2359",141898,"RESPONSABILIDAD LIMITADA","SIERRA","LOJA","LOJA","MEDIANA","SOCIETARIO",7,755337.22,206612.83,3970880.37,0,"AGRICULTURA"
"2360",142334,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",4,413.3,400,0,0,"AGRICULTURA"
"2361",142444,"ANÓNIMA","COSTA","MANABI","CALCETA","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2362",142463,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,30000,30000,0,0,"AGRICULTURA"
"2363",142505,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,607886.45,63535.4,85360,0,"AGRICULTURA"
"2364",143403,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,2629.2,2629.2,0,0,"AGRICULTURA"
"2365",143489,"ANÓNIMA","COSTA","LOS RIOS","MONTALVO","MICROEMPRESA","SOCIETARIO",3,800,800,0,0,"AGRICULTURA"
"2366",143708,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",6,800,800,0,0,"AGRICULTURA"
"2367",143859,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,36958.73,7347.34,0,0,"AGRICULTURA"
"2368",144022,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,424070,800,0,0,"AGRICULTURA"
"2369",144187,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MEDIANA","SOCIETARIO",23,0,0,1863033.21,0,"AGRICULTURA"
"2370",144221,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","CUENCA","MICROEMPRESA","SOCIETARIO",4,1000,1000,0,0,"AGRICULTURA"
"2371",144406,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",4,209033.28,89327.05,0,0,"AGRICULTURA"
"2372",144456,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",5,183604.3,64026.95,0,0,"AGRICULTURA"
"2373",144651,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",2,7627.6,7252.6,0,0,"AGRICULTURA"
"2374",145016,"ANÓNIMA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",7,0,0,42689.16,0,"AGRICULTURA"
"2375",145028,"ANÓNIMA","COSTA","EL ORO","EL CAMBIO","MICROEMPRESA","SOCIETARIO",4,10805.09,663.88,0,0,"AGRICULTURA"
"2376",145050,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",7,800,800,0,0,"AGRICULTURA"
"2377",145582,"RESPONSABILIDAD LIMITADA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","PEQUEÑA","SOCIETARIO",7,3246978.58,758481.85,344546.32,0,"AGRICULTURA"
"2378",145685,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,43033.18,1200,32950.27,0,"AGRICULTURA"
"2379",145742,"ANÓNIMA","COSTA","EL ORO","MACHALA","MEDIANA","SOCIETARIO",4,1976680.3,1976680.3,0,0,"AGRICULTURA"
"2380",145745,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",6,900,900,0,0,"AGRICULTURA"
"2381",145748,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",6,900,900,0,0,"AGRICULTURA"
"2382",145825,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",40,135098.27,100512.73,141537.18,0,"AGRICULTURA"
"2383",146018,"ANÓNIMA","COSTA","LOS RIOS","QUEVEDO","MICROEMPRESA","SOCIETARIO",2,605.67,605.67,0,0,"AGRICULTURA"
"2384",146067,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",4,93755.58,6755.58,0,0,"AGRICULTURA"
"2385",146231,"ANÓNIMA","COSTA","LOS RIOS","VENTANAS","MICROEMPRESA","SOCIETARIO",6,1000,1000,0,0,"AGRICULTURA"
"2386",146418,"ANÓNIMA","COSTA","SANTA ELENA","SALINAS","MICROEMPRESA","SOCIETARIO",4,79264.41,68957.9,37421.82,0,"AGRICULTURA"
"2387",146490,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2388",146534,"ANÓNIMA","COSTA","GUAYAS","MILAGRO","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2389",147096,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",4,2037.56,2037.56,0,0,"AGRICULTURA"
"2390",147107,"ANÓNIMA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",6,5000,5000,0,0,"AGRICULTURA"
"2391",147397,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",5,120821.55,88834.66,0,0,"AGRICULTURA"
"2392",147498,"ANÓNIMA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",4,24324.06,4423.26,0,0,"AGRICULTURA"
"2393",147592,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",2,223861.79,800,0,0,"AGRICULTURA"
"2394",147708,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",8,800,800,0,0,"AGRICULTURA"
"2395",148869,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",4,1008820.18,157141,0,0,"AGRICULTURA"
"2396",150478,"ANÓNIMA","SIERRA","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO DE LOS COLORADOS","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2397",151340,"ANÓNIMA","COSTA","GUAYAS","ISIDRO AYORA","GRANDE","SOCIETARIO",832,99519421.3,78990029.4,136051039.6,0,"AGRICULTURA"
"2398",153375,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,0,0,0,0,"AGRICULTURA"
"2399",153783,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2400",156135,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","GRANDE","SOCIETARIO",141,6398444.03,2435246.9,7940780.26,0,"AGRICULTURA"
"2401",156500,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,500,500,0,0,"AGRICULTURA"
"2402",157071,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,4520770.35,4211140.03,0,0,"AGRICULTURA"
"2403",157491,"RESPONSABILIDAD LIMITADA","SIERRA","IMBABURA","IBARRA","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2404",158893,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",1,0,0,0,0,"AGRICULTURA"
"2405",160080,"ANÓNIMA","SIERRA","PICHINCHA","CAYAMBE","PEQUEÑA","SOCIETARIO",4,14669.56,11381.06,0,0,"AGRICULTURA"
"2406",160221,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",30,1240246.97,13942.37,433771.95,0,"AGRICULTURA"
"2407",160565,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","TUPIGACHI","GRANDE","SOCIETARIO",18,0,0,0,0,"AGRICULTURA"
"2408",160704,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",6,41158.82,-783.55,4000,0,"AGRICULTURA"
"2409",161282,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",6,0,0,0,0,"AGRICULTURA"
"2410",162310,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,800,800,0,0,"AGRICULTURA"
"2411",162326,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","MICROEMPRESA","SOCIETARIO",4,2061.09,-108370.12,0,0,"AGRICULTURA"
"2412",162994,"RESPONSABILIDAD LIMITADA","SIERRA","PICHINCHA","PUERTO QUITO","MEDIANA","SOCIETARIO",14,413631.36,45895.98,2094434.43,0,"AGRICULTURA"
"2413",163225,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",16,120594.09,4665.69,257751.55,0,"AGRICULTURA"
"2414",163353,"ANÓNIMA","SIERRA","PICHINCHA","QUITO","PEQUEÑA","SOCIETARIO",4,70947.02,19679.64,490446.16,0,"AGRICULTURA"
"2415",164354,"ANÓNIMA","COSTA","GUAYAS","NARANJAL","PEQUEÑA","SOCIETARIO",24,1398637.07,410454.44,0,0,"AGRICULTURA"
"2416",164355,"RESPONSABILIDAD LIMITADA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",4,743.66,743.66,0,0,"AGRICULTURA"
"2417",165059,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,898.1,898.1,0,0,"AGRICULTURA"
"2418",165250,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",0,1000,1000,0,0,"AGRICULTURA"
"2419",165781,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,56898.29,200,0,0,"AGRICULTURA"
"2420",165993,"ANÓNIMA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",19,199304.1,198293.26,0,0,"AGRICULTURA"
"2421",166084,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,10000,10000,0,0,"AGRICULTURA"
"2422",166147,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",4,109150.57,1547.14,0,0,"AGRICULTURA"
"2423",166190,"ANÓNIMA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",9,43709.75,19458.19,0,0,"AGRICULTURA"
"2424",166461,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","MICROEMPRESA","SOCIETARIO",3,0,0,0,0,"AGRICULTURA"
"2425",166499,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","MICROEMPRESA","SOCIETARIO",6,800,800,0,0,"AGRICULTURA"
"2426",166506,"RESPONSABILIDAD LIMITADA","COSTA","EL ORO","MACHALA","PEQUEÑA","SOCIETARIO",30,15090.3,15090.3,825817.6,0,"AGRICULTURA"
"2427",166561,"ANÓNIMA","COSTA","GUAYAS","GUAYAQUIL","PEQUEÑA","SOCIETARIO",38,63629.49,24523.95,393797.34,0,"AGRICULTURA"
"2428",166716,"RESPONSABILIDAD LIMITADA","SIERRA","AZUAY","PAUTE","MICROEMPRESA","SOCIETARIO",2,154840,400,0,0,"AGRICULTURA"
"2429",166831,"ANÓNIMA","COSTA","MANABI","MANTA","MICROEMPRESA","SOCIETARIO",3,2886097.62,625954.92,0,0,"AGRICULTURA"
